time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-28 00:00:00+00:00,122,113,155,95
2024-07-29 00:00:00+00:00,170,143,298,135
2024-07-30 00:00:00+00:00,181,153,240,137
2024-07-31 00:00:00+00:00,152,129,265,129
2024-08-01 00:00:00+00:00,126,114,221,123
2024-08-02 00:00:00+00:00,167,143,215,121
2024-08-03 00:00:00+00:00,170,134,229,104
2024-08-04 00:00:00+00:00,161,128,262,106
2024-08-05 00:00:00+00:00,213,174,230,155
2024-08-06 00:00:00+00:00,183,144,263,143
2024-08-07 00:00:00+00:00,186,143,235,130
2024-08-08 00:00:00+00:00,193,158,257,151
2024-08-09 00:00:00+00:00,173,147,199,117
2024-08-10 00:00:00+00:00,122,103,179,82
