referrer,views_total,views_unique
Google,1506,853
youtube.com,190,111
github.com,126,79
DuckDuckGo,103,56
search.brave.com,88,59
chatgpt.com,81,52
Bing,39,26
zdharma-continuum.github.io,22,14
cn.bing.com,13,10
qiita.com,9,8
