referrer,views_total,views_unique
Google,778,504
github.com,197,110
Bing,63,36
DuckDuckGo,55,34
search.brave.com,53,38
youtube.com,50,32
wicksipedia.com,49,26
zdharma-continuum.github.io,9,7
chatgpt.com,8,8
kagi.com,7,4
