url_path,views_total,views_unique
/zdharma-continuum/zinit,2385,1318
/zdharma-continuum/zinit/issues,69,38
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,39,20
/zdharma-continuum/zinit/tree/main/scripts,39,16
/zdharma-continuum/zinit/blob/main/README.md,37,12
/zdharma-continuum/zinit/blob/main/zinit.zsh,32,12
/zdharma-continuum/zinit/blob/main/scripts/install.sh,29,10
/zdharma-continuum/zinit/blob/d05a5301150909d8b386ebb974e1d1634740d65d/zinit-install.zsh,27,2
/zdharma-continuum/zinit/tree/main/doc,26,8
/zdharma-continuum/zinit/discussions/533,25,19
