referrer,views_total,views_unique
Google,613,401
github.com,170,75
search.brave.com,68,35
DuckDuckGo,65,35
Bing,48,29
youtube.com,35,32
wicksipedia.com,29,25
kagi.com,10,4
gist.github.com,9,7
wiki.archlinux.org,9,2
