url_path,views_total,views_unique
/zdharma-continuum/zinit,2080,1199
/zdharma-continuum/zinit/issues,47,25
/zdharma-continuum/zinit/issues/647,24,21
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,20,18
/zdharma-continuum/zinit/discussions/533,18,18
/zdharma-continuum/zinit/discussions/651,17,9
/zdharma-continuum/zinit/wiki/Recipes-for-popular-programs,16,13
/zdharma-continuum/zinit/blob/main/README.md,14,13
/zdharma-continuum/zinit/tree/main/scripts,13,12
/zdharma-continuum/zinit/discussions/312,13,10
