url_path,views_total,views_unique
/zdharma-continuum/zinit,3285,1805
/zdharma-continuum/zinit/issues,133,57
/zdharma-continuum/zinit/blob/main/zinit.zsh,73,26
/zdharma-continuum/zinit/tree/main/scripts,64,24
/zdharma-continuum/zinit/blob/main/scripts/install.sh,51,10
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,48,21
/zdharma-continuum/zinit/blob/main/README.md,43,16
/zdharma-continuum/zinit/discussions/533,38,34
/zdharma-continuum/zinit/tree/main/doc,27,9
/zdharma-continuum/zinit/wiki/Recipes-for-popular-programs,25,18
