url_path,views_total,views_unique
/zdharma-continuum/zinit,2329,1344
/zdharma-continuum/zinit/issues,106,32
/zdharma-continuum/zinit/issues/647,32,24
/zdharma-continuum/zinit/tree/main/scripts,30,25
/zdharma-continuum/zinit/wiki/Recipes-for-popular-programs,29,15
/zdharma-continuum/zinit/wiki,22,10
/zdharma-continuum/zinit/commits/main,22,9
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,21,19
/zdharma-continuum/zinit/discussions/533,17,14
/zdharma-continuum/zinit/blob/main/README.md,15,13
