url_path,views_total,views_unique
/zdharma-continuum/zinit,2359,1306
/zdharma-continuum/zinit/issues,63,35
/zdharma-continuum/zinit/tree/main/scripts,39,16
/zdharma-continuum/zinit/blob/main/README.md,37,12
/zdharma-continuum/zinit/blob/main/zinit.zsh,36,14
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,35,18
/zdharma-continuum/zinit/blob/d05a5301150909d8b386ebb974e1d1634740d65d/zinit-install.zsh,35,2
/zdharma-continuum/zinit/blob/main/scripts/install.sh,29,10
/zdharma-continuum/zinit/discussions/533,23,17
/zdharma-continuum/zinit/pull/110,21,1
