referrer,views_total,views_unique
Google,740,494
github.com,165,105
Bing,62,41
search.brave.com,54,27
DuckDuckGo,43,32
youtube.com,36,26
wicksipedia.com,29,26
zdharma-continuum.github.io,14,11
chatgpt.com,5,4
wiki.archlinux.org,5,4
