referrer,views_total,views_unique
Google,1304,789
github.com,150,96
youtube.com,122,88
DuckDuckGo,113,55
search.brave.com,69,36
Bing,56,31
zdharma-continuum.github.io,39,19
kagi.com,30,13
qiita.com,17,14
gist.github.com,15,3
