referrer,views_total,views_unique
Google,648,433
github.com,200,95
search.brave.com,81,31
DuckDuckGo,66,39
Bing,45,21
wicksipedia.com,44,35
youtube.com,33,31
zdharma-continuum.github.io,13,7
gist.github.com,9,8
gordonbeeming.com,5,5
