url_path,views_total,views_unique
/zdharma-continuum/zinit,1745,1034
/zdharma-continuum/zinit/issues,67,28
/zdharma-continuum/zinit/tree/main/doc,34,17
/zdharma-continuum/zinit/discussions,19,8
/zdharma-continuum/zinit/tree/main/scripts,18,9
/zdharma-continuum/zinit/blob/main/zinit.zsh,18,8
/zdharma-continuum/zinit/blob/main/README.md,18,7
/zdharma-continuum/zinit/wiki/Recipes-for-popular-programs,16,6
/zdharma-continuum/zinit/blob/main/scripts/install.sh,15,8
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,13,10
