referrer,views_total,views_unique
Google,809,537
github.com,214,116
Bing,68,41
youtube.com,58,40
search.brave.com,54,33
DuckDuckGo,48,33
wicksipedia.com,45,30
chatgpt.com,12,12
zdharma-continuum.github.io,9,7
aloxaf.com,9,1
