url_path,views_total,views_unique
/zdharma-continuum/zinit,2522,1431
/zdharma-continuum/zinit/issues,63,34
/zdharma-continuum/zinit/issues/647,32,26
/zdharma-continuum/zinit/discussions/533,31,26
/zdharma-continuum/zinit/blob/main/README.md,27,15
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,26,19
/zdharma-continuum/zinit/pulls,24,13
/zdharma-continuum/zinit/blob/main/zinit.zsh,19,14
/zdharma-continuum/zinit/wiki/Recipes-for-popular-programs,18,11
/zdharma-continuum/zinit/discussions/377,17,9
