url_path,views_total,views_unique
/zdharma-continuum/zinit,2323,1327
/zdharma-continuum/zinit/issues,82,41
/zdharma-continuum/zinit/tree/main/scripts,55,24
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,50,23
/zdharma-continuum/zinit/blob/main/zinit.zsh,49,16
/zdharma-continuum/zinit/blob/d05a5301150909d8b386ebb974e1d1634740d65d/zinit-install.zsh,44,1
/zdharma-continuum/zinit/discussions/533,36,23
/zdharma-continuum/zinit/tree/main/share,34,11
/zdharma-continuum/zinit/discussions/651,26,19
/zdharma-continuum/zinit/tree/main/doc,25,10
