referrer,views_total,views_unique
Google,694,435
github.com,176,83
DuckDuckGo,106,51
search.brave.com,85,45
youtube.com,60,41
Bing,43,31
wicksipedia.com,32,20
gist.github.com,8,5
chatgpt.com,7,5
wiki.archlinux.org,6,5
