referrer,views_total,views_unique
Google,1441,798
github.com,319,126
Bing,63,37
DuckDuckGo,63,31
search.brave.com,36,24
cn.bing.com,32,15
gist.github.com,13,9
ktrysmt.github.io,12,5
qiita.com,9,6
zdharma-continuum.github.io,7,6
