url_path,views_total,views_unique
/zdharma-continuum/zinit,1409,807
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,49,21
/zdharma-continuum/zinit/issues,44,29
/zdharma-continuum/zinit/tree/main/scripts,40,16
/zdharma-continuum/zinit/commits/main,37,5
/zdharma-continuum/zinit/wiki/Recipes-for-popular-programs,29,6
/zdharma-continuum/zinit/discussions/533,26,19
/zdharma-continuum/zinit/wiki,21,8
/zdharma-continuum/zinit/blob/main/zinit.zsh,17,7
/zdharma-continuum/zinit/blob/main/README.md,16,8
