url_path,views_total,views_unique
/zdharma-continuum/zinit,3126,1741
/zdharma-continuum/zinit/issues,117,52
/zdharma-continuum/zinit/tree/main/scripts,77,31
/zdharma-continuum/zinit/blob/main/zinit.zsh,49,22
/zdharma-continuum/zinit/blob/main/README.md,39,15
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,36,16
/zdharma-continuum/zinit/discussions/533,34,30
/zdharma-continuum/zinit/wiki/Recipes-for-popular-programs,28,18
/zdharma-continuum/zinit/blob/main/scripts/install.sh,23,9
/zdharma-continuum/zinit/discussions/312,22,16
