referrer,views_total,views_unique
Google,1371,735
youtube.com,203,129
github.com,143,79
DuckDuckGo,87,36
search.brave.com,67,30
Bing,52,26
zdharma-continuum.github.io,18,13
cn.bing.com,17,12
t.co,15,13
qiita.com,13,5
