url_path,views_total,views_unique
/zdharma-continuum/zinit,2988,1805
/zdharma-continuum/zinit/issues,75,53
/zdharma-continuum/zinit/blob/main/README.md,62,25
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,50,25
/zdharma-continuum/zinit/tree/main/scripts,44,20
/zdharma-continuum/zinit/blob/main/zinit.zsh,35,14
/zdharma-continuum/zinit/wiki,31,14
/zdharma-continuum/zinit/wiki/Recipes-for-popular-programs,28,10
/zdharma-continuum/zinit/discussions/533,27,22
/zdharma-continuum/zinit/tree/main/doc,26,9
