time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-12 00:00:00+00:00,238,189,130,78
2024-03-13 00:00:00+00:00,270,223,232,101
2024-03-14 00:00:00+00:00,243,203,253,104
2024-03-15 00:00:00+00:00,259,182,185,75
2024-03-16 00:00:00+00:00,214,150,139,68
2024-03-17 00:00:00+00:00,278,192,175,74
2024-03-18 00:00:00+00:00,270,220,234,97
2024-03-19 00:00:00+00:00,386,245,341,100
2024-03-20 00:00:00+00:00,279,212,218,99
2024-03-21 00:00:00+00:00,247,206,177,95
2024-03-22 00:00:00+00:00,243,187,190,73
2024-03-23 00:00:00+00:00,207,147,143,62
2024-03-24 00:00:00+00:00,226,193,104,54
2024-03-25 00:00:00+00:00,281,226,133,84
