time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-25 00:00:00+00:00,135,120,189,94
2024-12-26 00:00:00+00:00,148,117,190,118
2024-12-27 00:00:00+00:00,176,139,235,130
2024-12-28 00:00:00+00:00,133,125,196,118
2024-12-29 00:00:00+00:00,135,123,224,118
2024-12-30 00:00:00+00:00,181,144,199,133
2024-12-31 00:00:00+00:00,158,114,197,103
2025-01-01 00:00:00+00:00,138,112,136,94
2025-01-02 00:00:00+00:00,181,140,248,128
2025-01-03 00:00:00+00:00,159,113,216,114
2025-01-04 00:00:00+00:00,132,113,227,123
2025-01-05 00:00:00+00:00,126,115,190,102
2025-01-06 00:00:00+00:00,155,139,237,138
2025-01-07 00:00:00+00:00,205,176,194,119
