time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-12 00:00:00+00:00,1034,672,79,67
2026-05-13 00:00:00+00:00,933,613,120,88
2026-05-14 00:00:00+00:00,774,589,111,93
2026-05-15 00:00:00+00:00,919,624,154,107
2026-05-16 00:00:00+00:00,878,552,147,97
2026-05-17 00:00:00+00:00,755,468,129,82
2026-05-18 00:00:00+00:00,966,630,115,89
2026-05-19 00:00:00+00:00,875,605,134,79
2026-05-20 00:00:00+00:00,854,580,137,81
2026-05-21 00:00:00+00:00,859,579,119,82
2026-05-22 00:00:00+00:00,947,667,148,100
2026-05-23 00:00:00+00:00,755,548,227,93
2026-05-24 00:00:00+00:00,774,551,139,82
2026-05-25 00:00:00+00:00,827,645,169,101
