time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-09 00:00:00+00:00,159,137,229,117
2024-11-10 00:00:00+00:00,181,154,173,105
2024-11-11 00:00:00+00:00,166,152,250,139
2024-11-12 00:00:00+00:00,236,191,307,136
2024-11-13 00:00:00+00:00,188,149,303,163
2024-11-14 00:00:00+00:00,197,145,303,167
2024-11-15 00:00:00+00:00,193,157,234,139
2024-11-16 00:00:00+00:00,132,120,263,112
2024-11-17 00:00:00+00:00,141,120,202,114
2024-11-18 00:00:00+00:00,184,149,244,140
2024-11-19 00:00:00+00:00,173,142,240,131
2024-11-20 00:00:00+00:00,196,160,206,115
2024-11-21 00:00:00+00:00,175,153,264,141
2024-11-22 00:00:00+00:00,166,141,209,118
