time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-09 00:00:00+00:00,823,546,238,140
2025-09-10 00:00:00+00:00,781,519,394,121
2025-09-11 00:00:00+00:00,845,553,206,143
2025-09-12 00:00:00+00:00,699,475,216,129
2025-09-13 00:00:00+00:00,898,442,158,97
2025-09-14 00:00:00+00:00,731,428,167,108
2025-09-15 00:00:00+00:00,601,500,168,119
2025-09-16 00:00:00+00:00,622,490,186,127
2025-09-17 00:00:00+00:00,793,561,205,144
2025-09-18 00:00:00+00:00,894,651,177,114
2025-09-19 00:00:00+00:00,721,517,183,124
2025-09-20 00:00:00+00:00,607,458,134,91
2025-09-21 00:00:00+00:00,660,517,170,103
2025-09-22 00:00:00+00:00,765,528,219,124
