url_path,views_total,views_unique
/zdharma-continuum/zinit,2408,1423
/zdharma-continuum/zinit/issues,51,26
/zdharma-continuum/zinit/discussions/377,29,8
/zdharma-continuum/zinit/tree/main/scripts,22,16
/zdharma-continuum/zinit/discussions/533,14,13
/zdharma-continuum/zinit/blob/main/zinit.zsh,12,11
/zdharma-continuum/zinit/releases/tag/v3.14.0,12,11
/zdharma-continuum/zinit/blob/main/scripts/install.sh,12,10
/zdharma-continuum/zinit/issues/647,10,10
/zdharma-continuum/zinit/blob/main/README.md,10,8
