referrer,views_total,views_unique
Google,676,424
github.com,159,88
DuckDuckGo,94,49
search.brave.com,85,40
youtube.com,57,40
Bing,46,33
wicksipedia.com,35,20
gist.github.com,11,8
chatgpt.com,7,5
zdharma-continuum.github.io,6,5
