referrer,views_total,views_unique
Google,1236,822
github.com,142,108
youtube.com,112,78
Bing,92,46
search.brave.com,89,58
DuckDuckGo,82,48
zdharma-continuum.github.io,23,14
qiita.com,15,12
distedu.ukma.edu.ua,9,7
chatgpt.com,9,6
