url_path,views_total,views_unique
/zdharma-continuum/zinit,2364,1374
/zdharma-continuum/zinit/issues,92,33
/zdharma-continuum/zinit/releases,43,5
/zdharma-continuum/zinit/issues/647,27,22
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,25,13
/zdharma-continuum/zinit/blob/main/zinit.zsh,23,17
/zdharma-continuum/zinit/tree/main/scripts,20,18
/zdharma-continuum/zinit/blob/main/README.md,19,12
/zdharma-continuum/zinit/discussions/533,17,15
/zdharma-continuum/zinit/blob/main/scripts/install.sh,16,9
