referrer,views_total,views_unique
Google,767,481
github.com,283,99
DuckDuckGo,104,52
search.brave.com,63,37
youtube.com,47,38
wicksipedia.com,40,30
Bing,38,27
gist.github.com,9,6
kagi.com,6,5
chatgpt.com,6,4
