referrer,views_total,views_unique
Google,862,540
github.com,147,92
youtube.com,63,41
search.brave.com,55,35
DuckDuckGo,54,36
Bing,52,33
wicksipedia.com,21,18
chatgpt.com,20,18
zdharma-continuum.github.io,9,5
yandex.ru,7,3
