time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-21 00:00:00+00:00,681,507,179,111
2026-03-22 00:00:00+00:00,725,550,169,113
2026-03-23 00:00:00+00:00,914,651,244,150
2026-03-24 00:00:00+00:00,757,577,206,133
2026-03-25 00:00:00+00:00,811,595,246,152
2026-03-26 00:00:00+00:00,754,555,198,145
2026-03-27 00:00:00+00:00,907,717,208,145
2026-03-28 00:00:00+00:00,745,592,197,108
2026-03-29 00:00:00+00:00,637,525,151,95
2026-03-30 00:00:00+00:00,829,620,365,167
2026-03-31 00:00:00+00:00,840,657,213,136
2026-04-01 00:00:00+00:00,879,619,206,141
2026-04-02 00:00:00+00:00,1138,669,230,148
2026-04-03 00:00:00+00:00,1283,789,229,165
