referrer,views_total,views_unique
Google,138,79
github.com,10,8
DuckDuckGo,10,7
chatgpt.com,8,7
youtube.com,6,6
Bing,5,3
search.brave.com,4,2
qiita.com,3,2
search.nixos.org,3,1
wiki.archlinux.org,1,1
