url_path,views_total,views_unique
/zdharma-continuum/zinit,2235,1331
/zdharma-continuum/zinit/issues,45,25
/zdharma-continuum/zinit/wiki/Recipes-for-popular-programs,28,20
/zdharma-continuum/zinit/blob/main/README.md,20,14
/zdharma-continuum/zinit/discussions/651,18,15
/zdharma-continuum/zinit/discussions/533,17,16
/zdharma-continuum/zinit/tree/main/scripts,16,9
/zdharma-continuum/zinit/blob/main/scripts/install.sh,16,7
/zdharma-continuum/zinit/issues/647,13,11
/zdharma-continuum/zinit/wiki,13,11
