time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-06 00:00:00+00:00,1085,822,171,122
2026-04-07 00:00:00+00:00,1239,907,252,191
2026-04-08 00:00:00+00:00,835,667,224,144
2026-04-09 00:00:00+00:00,848,617,203,129
2026-04-10 00:00:00+00:00,1026,786,222,132
2026-04-11 00:00:00+00:00,1105,832,167,115
2026-04-12 00:00:00+00:00,786,647,172,113
2026-04-13 00:00:00+00:00,923,682,198,126
2026-04-14 00:00:00+00:00,833,676,143,111
2026-04-15 00:00:00+00:00,832,620,193,120
2026-04-16 00:00:00+00:00,803,623,215,137
2026-04-17 00:00:00+00:00,786,601,192,120
2026-04-18 00:00:00+00:00,611,480,140,99
2026-04-19 00:00:00+00:00,748,577,152,108
