referrer,views_total,views_unique
Google,1284,806
github.com,151,106
youtube.com,119,80
search.brave.com,88,42
DuckDuckGo,83,45
Bing,64,34
zdharma-continuum.github.io,33,14
kagi.com,27,13
qiita.com,18,15
chatgpt.com,9,8
