referrer,views_total,views_unique
Google,1055,723
github.com,251,132
youtube.com,90,67
search.brave.com,71,42
DuckDuckGo,69,46
Bing,64,44
wicksipedia.com,25,19
zdharma-continuum.github.io,16,12
abhishekamralkar.medium.com,15,8
kagi.com,14,4
