url_path,views_total,views_unique
/zdharma-continuum/zinit,1865,1081
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,62,30
/zdharma-continuum/zinit/issues,44,26
/zdharma-continuum/zinit/wiki,29,16
/zdharma-continuum/zinit/tree/main/scripts,27,12
/zdharma-continuum/zinit/blob/main/zinit.zsh,23,9
/zdharma-continuum/zinit/tree/main/doc,22,13
/zdharma-continuum/zinit/blob/main/scripts/install.sh,21,7
/zdharma-continuum/zinit/wiki/Migrating-from-zinit-to-zdharma-continuum,18,14
/zdharma-continuum/zinit/tree/main/doc/zsdoc,15,7
