url_path,views_total,views_unique
/zdharma-continuum/zinit,1571,970
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,58,24
/zdharma-continuum/zinit/issues,37,25
/zdharma-continuum/zinit/tree/main/doc,37,14
/zdharma-continuum/zinit/tree/main/scripts,23,8
/zdharma-continuum/zinit/blob/main/README.md,22,11
/zdharma-continuum/zinit/blob/main/zinit.zsh,21,8
/zdharma-continuum/zinit/blob/main/scripts/install.sh,18,6
/zdharma-continuum/zinit/wiki,16,7
/zdharma-continuum/zinit/wiki/Recipes-for-popular-programs,14,6
