time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-13 00:00:00+00:00,923,682,198,126
2026-04-14 00:00:00+00:00,833,676,143,111
2026-04-15 00:00:00+00:00,832,620,193,120
2026-04-16 00:00:00+00:00,803,623,215,137
2026-04-17 00:00:00+00:00,786,601,192,120
2026-04-18 00:00:00+00:00,611,480,140,99
2026-04-19 00:00:00+00:00,748,577,152,108
2026-04-20 00:00:00+00:00,855,696,197,109
2026-04-21 00:00:00+00:00,742,587,171,120
2026-04-22 00:00:00+00:00,815,589,147,99
2026-04-23 00:00:00+00:00,816,611,185,108
2026-04-24 00:00:00+00:00,865,572,218,117
2026-04-25 00:00:00+00:00,626,488,243,120
2026-04-26 00:00:00+00:00,694,561,170,108
