url_path,views_total,views_unique
/zdharma-continuum/zinit,2343,1289
/zdharma-continuum/zinit/issues,73,40
/zdharma-continuum/zinit/tree/main/doc,45,11
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,36,18
/zdharma-continuum/zinit/tree/main/scripts,35,14
/zdharma-continuum/zinit/blob/main/README.md,32,7
/zdharma-continuum/zinit/tree/main/doc/zsdoc,30,7
/zdharma-continuum/zinit/blob/main/zinit.zsh,28,13
/zdharma-continuum/zinit/discussions/533,19,16
/zdharma-continuum/zinit/blob/main/scripts/install.sh,19,7
