time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-24 00:00:00+00:00,170,140,171,68
2024-02-25 00:00:00+00:00,241,174,166,69
2024-02-26 00:00:00+00:00,260,216,233,96
2024-02-27 00:00:00+00:00,255,200,162,79
2024-02-28 00:00:00+00:00,281,185,403,101
2024-02-29 00:00:00+00:00,276,173,221,88
2024-03-01 00:00:00+00:00,308,207,186,84
2024-03-02 00:00:00+00:00,238,174,117,57
2024-03-03 00:00:00+00:00,249,157,306,68
2024-03-04 00:00:00+00:00,291,207,186,89
2024-03-05 00:00:00+00:00,260,187,156,84
2024-03-06 00:00:00+00:00,194,165,158,89
2024-03-07 00:00:00+00:00,232,196,140,73
2024-03-08 00:00:00+00:00,225,186,141,71
