referrer,views_total,views_unique
Google,1298,775
github.com,145,83
youtube.com,106,78
DuckDuckGo,91,63
search.brave.com,88,54
Bing,54,37
zdharma-continuum.github.io,27,18
distedu.ukma.edu.ua,16,13
chatgpt.com,10,8
qiita.com,10,8
