time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-11 00:00:00+00:00,262,196,287,102
2023-03-12 00:00:00+00:00,206,170,236,102
2023-03-13 00:00:00+00:00,224,196,263,118
2023-03-14 00:00:00+00:00,298,216,278,143
2023-03-15 00:00:00+00:00,231,182,184,107
2023-03-16 00:00:00+00:00,264,203,224,114
2023-03-17 00:00:00+00:00,229,185,188,120
2023-03-18 00:00:00+00:00,236,187,264,79
2023-03-19 00:00:00+00:00,196,159,286,87
2023-03-20 00:00:00+00:00,289,227,209,120
2023-03-21 00:00:00+00:00,261,216,195,122
2023-03-22 00:00:00+00:00,243,207,256,120
2023-03-23 00:00:00+00:00,299,238,252,128
2023-03-24 00:00:00+00:00,215,163,228,103
