url_path,views_total,views_unique
/zdharma-continuum/zinit,3344,1887
/zdharma-continuum/zinit/issues,125,62
/zdharma-continuum/zinit/tree/main/scripts,88,32
/zdharma-continuum/zinit/blob/main/scripts/install.sh,59,12
/zdharma-continuum/zinit/discussions,59,8
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,57,25
/zdharma-continuum/zinit/blob/main/zinit.zsh,53,15
/zdharma-continuum/zinit/discussions/533,34,30
/zdharma-continuum/zinit/tree/main/doc,33,12
/zdharma-continuum/zinit/blob/main/README.md,32,13
