url_path,views_total,views_unique
/zdharma-continuum/zinit,4107,2443
/zdharma-continuum/zinit/issues,110,68
/zdharma-continuum/zinit/commits/main,89,19
/zdharma-continuum/zinit/blob/main/README.md,83,30
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,62,30
/zdharma-continuum/zinit/tree/main/scripts,59,27
/zdharma-continuum/zinit/blob/main/zinit.zsh,47,16
/zdharma-continuum/zinit/wiki/Recipes-for-popular-programs,45,18
/zdharma-continuum/zinit/wiki,43,21
/zdharma-continuum/zinit/discussions/533,35,26
