time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-31 00:00:00+00:00,265,220,170,101
2023-06-01 00:00:00+00:00,247,211,176,100
2023-06-02 00:00:00+00:00,221,191,143,89
2023-06-03 00:00:00+00:00,195,154,115,71
2023-06-04 00:00:00+00:00,172,132,99,54
2023-06-05 00:00:00+00:00,464,212,293,128
2023-06-06 00:00:00+00:00,455,203,398,130
2023-06-07 00:00:00+00:00,235,169,191,107
2023-06-08 00:00:00+00:00,223,181,187,97
2023-06-09 00:00:00+00:00,454,199,392,128
2023-06-10 00:00:00+00:00,176,149,154,63
2023-06-11 00:00:00+00:00,147,126,148,76
2023-06-12 00:00:00+00:00,277,213,212,114
2023-06-13 00:00:00+00:00,269,178,195,98
