referrer,views_total,views_unique
Google,1585,856
youtube.com,182,102
github.com,150,86
chatgpt.com,93,60
search.brave.com,90,58
DuckDuckGo,82,64
Bing,33,22
zdharma-continuum.github.io,28,16
cn.bing.com,12,9
wiki.archlinux.org,10,8
