referrer,views_total,views_unique
Google,702,459
github.com,179,105
search.brave.com,70,32
DuckDuckGo,55,36
youtube.com,32,23
Bing,31,29
wicksipedia.com,28,24
chatgpt.com,6,5
colindomoney.com,5,5
ecosia.org,5,4
