url_path,views_total,views_unique
/zdharma-continuum/zinit,2360,1366
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,64,25
/zdharma-continuum/zinit/issues,53,36
/zdharma-continuum/zinit/tree/main/scripts,41,18
/zdharma-continuum/zinit/discussions/533,35,28
/zdharma-continuum/zinit/blob/main/README.md,34,14
/zdharma-continuum/zinit/blob/main/zinit.zsh,28,13
/zdharma-continuum/zinit/tree/main/doc,24,7
/zdharma-continuum/zinit/tree/main/share,18,8
/zdharma-continuum/zinit/blob/d05a5301150909d8b386ebb974e1d1634740d65d/zinit-install.zsh,18,3
